"Gene.Symbol","pvalue","log2FoldChange"
"0610005C13Rik",0.0118045814440592,-0.281696922202408
"0610009B22Rik",0.671209272271378,-0.0690823407241807
"0610009E02Rik",0.599283081944574,-0.355032948063826
"0610009L18Rik",0.412257802219694,0.780004909604311
"0610010K14Rik",0.313550805171715,1.9585298376604
"0610012G03Rik",0.242706619301924,-0.167960504870788
"0610025J13Rik",0.379978754435373,3.02026308080483
"0610030E20Rik",0.0688173377824308,-0.273588542153626
"0610031O16Rik",0.227395006131839,-0.332473379506768
"0610038B21Rik",0.0146972661629627,4.96558139970555
"0610039K10Rik",0.383360246593855,-1.4299079535735
"0610040B10Rik",0.743041370357868,-0.198745456373552
"0610040F04Rik",0.490419023705857,1.32092400979048
"0610040J01Rik",0.0171021104761981,-0.311842759717692
"0610043K17Rik",0.041859561111941,-1.18463201971606
"1110002E22Rik",0.729146447105864,-0.475354742251071
"1110002J07Rik",0.748660429886511,-0.18870342862464
"1110002L01Rik",0.922969380721176,-0.0603869438105223
"1110003F10Rik",0.7679403494599,0.945049010794246
"1110004F10Rik",0.178052948890415,-0.218252314381295
"1110006O24Rik",0.628642971062939,0.284478909143728
"1110017D15Rik",0.707369066106827,-1.32513443081564
"1110018N20Rik",0.46469860306846,-0.898114829714853
"1110019D14Rik",0.113433879788558,0.571470616297396
"1110020A21Rik",0.548652850965435,0.3165703131005
"1110025M09Rik",0.90445218015733,0.121419686233062
"1110028F11Rik",0.0466885441419038,0.88381079400587
"1110032A03Rik",0.00498441323109673,-0.396464954646459
"1110035H17Rik",0.540701931223053,2.13342942173975
"1110038B12Rik",0.599565345833498,0.111520381804325
"1110038F14Rik",0.162525021695923,-0.365868919135755
"1110046J04Rik",0.99659786863781,-0.0149963365001722
"1110051M20Rik",0.322009613691651,0.447723711390768
"1110059E24Rik",0.803517843570634,-0.0455003668997308
"1110059G10Rik",0.23017766803273,-0.337038298418967
"1110065P20Rik",0.227603950732622,-0.358733549700418
"1190001M18Rik",0.34065435149894,-2.62500974647958
"1190005I06Rik",0.827535373084698,0.104921715762803
"1190007I07Rik",0.310246714432038,-0.261251701171671
"1200007C13Rik",0.0108085385533904,3.0332149477532
"1300002E11Rik",0.976703990960795,0.00514209556733486
"1300014J16Rik",0.568945805842785,-0.423092188435849
"1300017J02Rik",4.1051076486724e-05,-0.43625498355701
"1500002C15Rik",0.62145333970494,-1.04839470620533
"1500002F19Rik",0.881856065137523,-0.516575124494042
"1500004A13Rik",0.827553994451391,-0.164301970908492
"1500009L16Rik",0.490251111556421,2.39433047556723
"1500011B03Rik",0.925542173865102,0.0607161136040111
"1500015A07Rik",0.919504070148852,0.0579282522012209
"1500015L24Rik",0.469572184601805,2.50519535663679
"1500026H17Rik",0.684618281811187,0.241275518840242
"1600010M07Rik",0.710490881300786,-0.476126502816236
"1600012H06Rik",0.0956153238863972,0.217052342399462
"1600014C10Rik",0.00225720285937317,0.261991780314762
"1600020E01Rik",0.420875848976579,-0.192117121235757
"1600023N17Rik",0.74284884131468,0.671780783188091
"1700001C19Rik",0.138569651141306,-0.397264560516066
"1700001D01Rik",0.583924338189395,1.91701894702363
"1700001G17Rik",0.387050949225729,-2.96050650806625
"1700001J03Rik",0.717226903792718,-1.27918391208295
"1700001K19Rik",0.0304688971273575,-4.69656075289246
"1700001L05Rik",0.17716265218668,-0.468901168334298
"1700001P01Rik",0.338129523206207,3.19143946202816
"1700003E16Rik",0.258633969471689,0.863690323005384
"1700003F12Rik",0.92506309147439,-0.230125513925841
"1700003G18Rik",0.696394994881422,-1.37641342181612
"1700003H04Rik",0.596368102490947,1.85574161495181
"1700003M07Rik",0.339170712735701,3.27931233075808
"1700003N22Rik",0.560347176242563,-1.83418707171495
"1700006J14Rik",0.925242287881727,0.261578777448425
"1700007F19Rik",0.111513980162989,4.18605856298388
"1700007J10Rik",0.0255816506330262,4.47820033240744
"1700007K13Rik",0.863929397746429,-0.579890460244022
"1700007L15Rik",0.764645470226666,0.220188088239923
"1700008B11Rik",0.469989809424711,2.15664333192412
"1700008J07Rik",0.918170159534456,-0.0470901514647
"1700008O03Rik",0.542060163372729,1.01624767124839
"1700009J07Rik",0.428116816610749,-2.72676653100422
"1700010B13Rik",0.590072487753829,-1.87831597091314
"1700010G06Rik",0.432695948077198,-2.70063747900075
"1700010I14Rik",0.0117627494656928,-1.72730619835459
"1700012D14Rik",0.726504218124739,0.262953339205003
"1700016B15Rik",0.448125244582543,-2.61373722853858
"1700016C15Rik",0.164034185763216,3.9519193228907
"1700016D06Rik",0.507756991145187,-2.29240895535339
"1700016F12Rik",0.623352446312955,1.7246278486477
"1700016L21Rik",0.568109156661008,-1.98608062122718
"1700017B05Rik",0.231801463776251,-0.232506293805844
"1700018A23Rik",0.674099593781881,1.48164179927462
"1700018L02Rik",0.912513505239186,-0.0618120514296512
"1700019A02Rik",0.596368102490947,1.85574161495181
"1700019A23Rik",0.972932887351875,0.119902593679612
"1700019D03Rik",0.63176207018382,-1.230085783399
"1700020L13Rik",0.28489723681801,-2.79294076171911
"1700020L24Rik",0.328533770534692,-2.33391418228772
"1700021A07Rik",0.858302010300946,0.580556872849908
"1700021J08Rik",0.586732366878554,-1.26419691388493
"1700022H01Rik",0.336588686657562,-2.82817251311925
"1700022I11Rik",0.319071301497415,-3.40707534492104
"1700022N22Rik",0.455162856183059,1.07529177494292
"1700023H06Rik",0.30999099131974,0.704722981087384
"1700024J04Rik",0.509088245868454,2.29543033273589
"1700025G04Rik",0.136288474071351,0.458952558666805
"1700026D11Rik",0.707369066106827,-1.32513443081564
"1700027J07Rik",0.450359165384789,2.61057551528451
"1700028B04Rik",0.972932887351875,0.119902593679612
"1700028E10Rik",0.282968559947305,0.308485027799626
"1700028I16Rik",0.723861944878865,-0.958483629932598
"1700028J19Rik",0.163374795965477,2.86976595000714
"1700028K03Rik",0.628599153067691,1.58470232478642
"1700028N14Rik",0.637922202646276,1.57611619157039
"1700029I15Rik",0.104395066618504,-1.3295046343787
"1700029J07Rik",0.375518100738915,0.542188963883041
"1700030C10Rik",0.55287790051989,1.8874261944966
"1700030J22Rik",0.31238004556944,1.18865968479217
"1700030K09Rik",0.823920361090232,-0.0865481185616583
"1700034H15Rik",0.0459306985992314,2.92427414972347
"1700034J05Rik",0.674099593781881,1.48164179927462
"1700034P13Rik",0.524734187650177,-0.365393054170746
"1700037C18Rik",0.0758737538521775,-1.36597065763565
"1700037H04Rik",0.474337051519718,-0.220629764390491
"1700040D17Rik",0.546933353730925,1.88300999511916
"1700042O10Rik",0.596368102490947,1.85574161495181
"1700045H11Rik",0.44768771923604,-0.601998764404478
"1700047K16Rik",0.773917596028735,-0.694575663494567
"1700047M11Rik",0.658794974467902,-0.21600828495289
"1700048M11Rik",0.981817107971842,0.0567766669389321
"1700048O20Rik",0.570547016377031,0.527485311782298
"1700052K11Rik",0.331871704803317,0.376546373294934
