"Gene.Symbol","log2FoldChange","pvalue","padj"
"Msn",2.55185551638844,4.94714859705291e-08,5.56739314564941e-06
"Neb",-1.53003391440123,5.37866330591895e-08,6.01210993714981e-06
"Prelp",1.96452027999216,5.53105895585982e-08,6.14096028904625e-06
"Itgb2",3.53715748104223,5.625947953941e-08,6.20467046680307e-06
"Zeb2",2.25919409800309,5.66886573215552e-08,6.21059906006946e-06
"Pllp",-2.15074669315335,5.71142015654942e-08,6.21605418748665e-06
"Eng",1.69582221290462,5.96538232781358e-08,6.45002090516471e-06
"Dusp14",-6.26451978760074,6.53931718971992e-08,7.02467040711277e-06
"Gm33724",2.89577202297397,6.60565791107813e-08,7.05015476277197e-06
"A2ml1",1.32762530493613,7.07995560123122e-08,7.50792984045949e-06
"Nlrp5-ps",-3.85112749580525,7.42068056655389e-08,7.81367719114105e-06
"Ace",6.78963924227557,7.4627395043238e-08,7.81367719114105e-06
"Trpm2",2.93158084106532,7.59529485401372e-08,7.90245048867604e-06
"Igfbp7",2.11843436705807,7.71021915242585e-08,7.93929804349171e-06
"G6pc",-1.25906305500821,7.72669397933969e-08,7.93929804349171e-06
"Nox4",2.34913397186872,7.84668633238674e-08,8.01282296275765e-06
"H2-Ab1",2.76453388551165,8.33011134945908e-08,8.45429644503691e-06
"Soga1",3.00396018009463,9.58678999427647e-08,9.66796953758034e-06
"Trib3",-2.85208319264153,9.67644824915741e-08,9.66796953758034e-06
"Rap2b",2.50949086092495,9.70128116567936e-08,9.66796953758034e-06
"Tinagl1",2.01506947627411,1.00295426568222e-07,9.93525294441976e-06
"Stab1",1.99871950383742,1.01830511236762e-07,1.00272746868437e-05
"Rfx4",-4.03035784136554,1.03612941185943e-07,1.01424194440181e-05
"Dpy19l3",2.54928611336791,1.04632204350169e-07,1.01819444503814e-05
"Entpd1",3.42538988030709,1.14387555322444e-07,1.10661598111064e-05
"Npr2",-1.84618787922827,1.18082015328196e-07,1.13571556951996e-05
"Akr1b7",3.18005675618011,1.1925576832211e-07,1.14037466783391e-05
"Fmn1",-2.61353728945526,1.24703639226092e-07,1.18489079360781e-05
"H2-Eb1",3.12793155085535,1.25343582712547e-07,1.18489079360781e-05
"Ptprc",3.35160878366761,1.37192658512797e-07,1.28953303964614e-05
"Mylip",2.56581194848058,1.39666561545531e-07,1.30536945064843e-05
"Plcg1",-0.956397877843003,1.40701113777601e-07,1.30765085686677e-05
"Perp",-1.06057830816285,1.47694046570169e-07,1.36497352648621e-05
"Setbp1",1.76699552192796,1.52448911964081e-07,1.40109019478989e-05
"Itga9",2.35045012303309,1.54144063773809e-07,1.40884267790614e-05
"Gypc",-2.21654291351447,1.59673814694431e-07,1.45136478928021e-05
"Oasl1",1.71546187261806,1.62549461009071e-07,1.46942936255358e-05
"Abcc4",2.54931380989262,1.75743892925288e-07,1.57262013933407e-05
"Sema6a",1.82106015461357,1.75865759400836e-07,1.57262013933407e-05
"Arhgap31",2.23384752271345,1.79937335100117e-07,1.60037813686088e-05
"Syde2",-1.78059710107873,2.00227667049581e-07,1.77131887486696e-05
"Hpx",0.936538431572768,2.02159081753453e-07,1.77889238800392e-05
"Cfp",2.32055555063917,2.0925612578429e-07,1.83160004701032e-05
"Slc13a2",-6.72020836189403,2.12867044243449e-07,1.84553435465828e-05
"P4ha2",-2.52297027853063,2.1307928534107e-07,1.84553435465828e-05
"Ppp1r9b",2.81007201095427,2.14308068365306e-07,1.84650957029545e-05
"Flt4",1.74295263555035,2.22648226230887e-07,1.90842984794692e-05
"Col4a1",2.22027923810974,2.24740277331183e-07,1.91643216901534e-05
"Sod3",2.33631317293887,2.34824877702569e-07,1.99215792401723e-05
"Abcc9",2.23827230219163,2.99606064131373e-07,2.52655334730495e-05
"Timd4",4.43559410824866,3.00871068983302e-07,2.52655334730495e-05
"Gm35254",-2.80907364451131,3.29799568930007e-07,2.74228075123691e-05
"Hspb1",-6.73915585991336,3.2987600162978e-07,2.74228075123691e-05
"Fyn",2.53003488619341,3.35571210983793e-07,2.77567727165245e-05
"Enpp2",-1.26928307212838,3.45970980111251e-07,2.8474616537216e-05
"Adamts13",2.87692777417308,3.62402586318563e-07,2.96793365617227e-05
"Palld",-0.97482278420311,3.82326483851122e-07,3.11567833613257e-05
"Ifi203",2.51359575848737,4.02219095758656e-07,3.25116738596252e-05
"Nckap5",4.16401869851688,4.03771135914699e-07,3.25116738596252e-05
"Ccl6",3.57459737474857,4.04848263016551e-07,3.25116738596252e-05
"Cd84",2.96077871146336,4.218752239359e-07,3.37153711573507e-05
"Robo4",2.55411746779394,4.27374152208223e-07,3.39906278845222e-05
"Tspo",-1.00448967864813,4.60068496901554e-07,3.64158523647962e-05
"Gpr182",1.67453107381034,4.62923768151e-07,3.6467370935819e-05
"H2-T24",1.86066687945452,4.66444299108646e-07,3.6570559432011e-05
"Cd300lg",2.46535631364541,4.78477881638736e-07,3.73370735658e-05
"Ptprj",0.676288009171207,5.11360763036143e-07,3.97156859291404e-05
"Adgre5",2.38113872493602,5.54464209073752e-07,4.28621561247995e-05
"Epb41l3",3.99073908109148,5.62154097053324e-07,4.32544894304798e-05
"Slc15a3",3.0972821133779,5.76497206811568e-07,4.4152746723536e-05
"Clec9a",6.02821234054279,6.06877542170338e-07,4.62653234107093e-05
"C1qtnf1",2.29234257246054,6.28442872497169e-07,4.76895891730306e-05
"Ephb6",-8.24045613394259,6.50710645472148e-07,4.91539096257797e-05
"Ptpre",2.29224868674694,7.0174224389316e-07,5.27678270032934e-05
"Pgap1",-1.31621653647377,7.46161634877596e-07,5.56722811148e-05
"Cd38",2.40525774273967,7.47098253490032e-07,5.56722811148e-05
"Gm36048",-2.79114557027935,7.68178464929445e-07,5.66363300157953e-05
"Ifi207",3.51741728731578,7.68985205550514e-07,5.66363300157953e-05
"Mal2",-1.28564699727261,7.70306126673152e-07,5.66363300157953e-05
"Emp2",-2.82886324959938,8.02718325874297e-07,5.87582710837986e-05
"Arhgap25",5.87839789934345,8.1053439194588e-07,5.9069032801589e-05
"Ush2a",3.007285321438,8.42863766789579e-07,6.1140915443397e-05
"Mms22l",2.22622007227331,8.46356140756689e-07,6.1140915443397e-05
"Stk38l",-1.26378024717498,8.77398894629087e-07,6.31078691906478e-05
"Sipa1l2",-1.85828251595478,8.95714003485372e-07,6.4146306318868e-05
"Cd93",2.57481412321615,9.46571097348737e-07,6.73478003129139e-05
"Rgs1",4.73662190132392,9.4856056778752e-07,6.73478003129139e-05
"Tfec",6.44039192584681,9.57214402938738e-07,6.76717857598955e-05
"Nrg1",3.23322694899598,9.63762272937169e-07,6.78447628987216e-05
"Syne4",2.37666365147094,9.86123005151248e-07,6.91247155687165e-05
"Med12l",-2.20581944686493,1.00317237505971e-06,7.00231248971002e-05
"Pltp",2.02969380893183,1.08046627414745e-06,7.510148560177e-05
"Slc1a2",-3.80818400973156,1.1655032947616e-06,8.06733096453606e-05
"Timp3",1.93656311995624,1.22257286827672e-06,8.42709289995905e-05
"Aif1",6.31570365631148,1.22768274747469e-06,8.42720153173184e-05
"LOC118567621",-3.08045291980969,1.29660716098738e-06,8.85317714779053e-05
"Tmem268",1.94242899706332,1.30044251158381e-06,8.85317714779053e-05
"Lama4",2.39948278706018,1.33605877665113e-06,9.05836899268017e-05
"Atrnl1",-1.20535290628615,1.37048404875846e-06,9.25384392596378e-05
"Gm38596",-5.20654499374231,1.41923207424422e-06,9.54404723748868e-05
"Myo7a",1.81059343776031,1.45447339448064e-06,9.74143860926848e-05
"Marcks",2.01815488120329,1.48249287859603e-06,9.88906439137666e-05
"Dcn",1.72510557112081,1.51823096380941e-06,0.000100867850740157
