"Gene.Symbol","pvalue","log2FoldChange"
"0610009B22Rik",0.832197186231166,-0.0201029522364178
"0610009E02Rik",0.554721443357925,-0.102981143540769
"0610009L18Rik",0.0456327962360691,1.07944850454392
"0610010K14Rik",0.379189135019164,0.604090846352283
"0610012D04Rik",0.32954719524334,-1.87512700604709
"0610025J13Rik",0.0741448864987257,-2.29498916412008
"0610030E20Rik",1.62733668669724e-07,-0.506407969435355
"0610031O16Rik",4.22742619971666e-05,-0.459849682442536
"0610038B21Rik",0.755445768981212,-0.149871816095036
"0610039K10Rik",1.37864199147883e-05,0.691711711916094
"0610040B10Rik",0.696933186953104,0.124276550990278
"0610040F04Rik",0.07513662130059,-0.685740261592593
"0610040J01Rik",0.00176162206896574,-0.285310121816516
"0610043K17Rik",0.0706471678535598,0.627250317121466
"1010001B22Rik",0.931790694002534,-0.0833179331054673
"1110002E22Rik",0.108336918664953,-2.36596486542529
"1110002J07Rik",0.968475973773384,-0.0238687201048212
"1110002L01Rik",0.275353440627074,0.196191100257418
"1110004F10Rik",0.20297227512974,0.0957196875068414
"1110017D15Rik",0.699323928946076,1.15368902189103
"1110018N20Rik",0.0126955879512882,-1.325583295987
"1110019D14Rik",0.582325704292611,0.149803789689494
"1110020A21Rik",0.393801954243829,0.290520895701824
"1110028F11Rik",0.0932246886379264,0.863362147580573
"1110028F18Rik",0.503328582029043,-1.27104529628315
"1110032A03Rik",0.097892730412977,-0.173502316919406
"1110032F04Rik",0.901310190894058,-0.377157225528533
"1110038B12Rik",0.0389161006139467,0.312696258256276
"1110038F14Rik",0.509141496941541,-0.0909870598255133
"1110046J04Rik",1.07918973335731e-07,1.53118949204758
"1110051M20Rik",0.146376512168915,-0.0897579481249596
"1110059E24Rik",0.847913274423502,0.023952304748314
"1110059G10Rik",0.976471438232286,0.00428378776717517
"1110065P20Rik",0.157786115120943,-0.122537577623399
"1190005I06Rik",0.822555607286341,0.108871751372162
"1190007I07Rik",0.137516193973545,-0.245336115293096
"1200007C13Rik",0.000428765688074038,3.27878100246151
"1300002E11Rik",0.811370410137593,0.0314521073995497
"1300017J02Rik",1.30648485425098e-12,-0.703378771199451
"1500002C15Rik",0.385073393371208,0.110359293878989
"1500002F19Rik",0.0758072913893509,0.533404064128004
"1500004A13Rik",0.0979578151862622,-0.233505473649578
"1500009L16Rik",0.310702148568792,1.75321133778405
"1500011B03Rik",0.00226937831684167,0.692760638691069
"1500015A07Rik",0.507560058403614,0.143028615488266
"1500015L24Rik",0.176742838995,-0.941724058770479
"1500026H17Rik",0.183697722651081,0.315887167486901
"1600012H06Rik",0.352255436435993,-0.0759786661900794
"1600014C10Rik",0.596439923497241,-0.048985605913271
"1600020E01Rik",0.00988836862370906,0.337908758395761
"1700001C19Rik",2.11344959872343e-08,-0.719948292845981
"1700001G11Rik",0.813551079913434,0.107530896117529
"1700001L05Rik",0.298572611387995,0.249310154555922
"1700001L19Rik",0.921441932947389,-0.154970415397742
"1700001O22Rik",0.208264400991022,1.57273493753502
"1700001P01Rik",0.346334384758724,1.00366993587332
"1700003D09Rik",0.979481427885725,-0.037226371631401
"1700003E16Rik",0.0198072809964854,-0.410523382824518
"1700003F12Rik",0.0627349273477714,1.31741457093166
"1700003G18Rik",0.386381159442572,0.947991717345188
"1700006J14Rik",0.357599707151999,1.58220875371577
"1700007J10Rik",0.0185903183818901,-0.250773732921968
"1700007K13Rik",0.00251733796056728,3.15228319752035
"1700007L15Rik",0.303544882588791,0.235572245989908
"1700008O03Rik",0.547569660502687,0.508210121728463
"1700009J07Rik",0.887803760204115,-0.377154828466751
"1700010I14Rik",0.598150263318785,0.207110254815682
"1700010K24Rik",0.789712318851471,-0.469809542337595
"1700011L22Rik",0.737757152033218,-1.01834760729499
"1700015O11Rik",0.616378530323779,1.16227453111524
"1700016C15Rik",0.0903359451115074,2.72598804123968
"1700016H13Rik",0.847568636004524,0.584629088538204
"1700016P03Rik",0.340726911202246,0.197837515011244
"1700017B05Rik",4.98098005554642e-06,0.576815983371362
"1700018M17Rik",0.416525435341494,0.201908053169429
"1700019A02Rik",0.901310576918832,-0.377155742694439
"1700019D03Rik",0.943623802793033,0.0517592386134367
"1700020A23Rik",0.606980442201404,-1.56223540470642
"1700020L13Rik",0.712023278037834,-0.270525066432202
"1700020L24Rik",0.752745667902844,-0.253035523938426
"1700021A07Rik",0.400164678452199,1.32528222993155
"1700021J08Rik",0.00691000582548181,-0.303416238808932
"1700021N21Rik",0.739459725919029,0.887827721797925
"1700022I11Rik",0.161785930577402,-0.110948539224188
"1700022N22Rik",0.155976631065299,0.55764953073883
"1700023H06Rik",0.0406802916698566,-1.62989782602322
"1700025G04Rik",0.230679057282986,0.269307642356546
"1700027A07Rik",0.737459581655653,0.547612065098023
"1700028E10Rik",0.0343127442926366,-0.507012712250418
"1700028I16Rik",0.38493094262513,1.18329331018725
"1700028J19Rik",0.995139673689077,0.00394089277600224
"1700028K03Rik",0.519435015574126,0.312655125572389
"1700028N14Rik",0.930820877925024,0.264033156237926
"1700029F12Rik",0.610969952757099,1.25732792347766
"1700029I15Rik",0.159276271526724,0.67165157180955
